PositionÊ,Artist,Song Title,spotify_track_ids,danceability,energy,speechiness,acousticness,liveness,instrumentalness,valence,tempo,loudness,lyrics
25,Katy Perry,Hot n Cold,1y4eb6hmAvsqlDOl3fx9kk,0.706,0.841,0.0418,7.95e-05,0.0688,0.0,0.861,132.032,-3.956,"TranslationsPortuguêsHot N Cold Lyrics
You change your mind like a girl changes clothes
Yeah, you PMS like a bitch, I would know
And you overthink, always speak cryptically
I should know that you're no good for me

'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no
(You) But you don't really wanna go, oh
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down

We used to be just like twins, so in sync
The same energy now's a dead battery
Used to laugh (Used to laugh) 'bout nothing ('Bout nothing)
Now you're plain (Now you're plain) boring (Boring)
I should know (I should know)
That you're not gonna change

'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
See Katy Perry LiveGet tickets as low as $78You might also like
(You) You don't really wanna stay, no (Oh)
(You) But you don't really wanna go, oh (Oh)
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down (You)

Someone call the doctor
Got a case of a love bipolar
Stuck on a roller coaster
Can't get off this ride

You change your mind like a girl changes clothes

'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right (Right)
It's black and it's white
We fight, we break up
We kiss, we make up
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down (Ah, ah)
You're wrong when it's right
It's black and it's white
We fight, we break up (Ah, ah)
We kiss, we make up
(You) You don't really wanna stay, no (Oh)
(You) But you don't really wanna go, oh (Oh)
You're hot, then you're cold (Cold)
You're yes, then you're no (No)
You're in, then you're out
You're up, then you're down30Embed"
26,Shinedown,Second Chance,0CwYG1UnRmOx8Q1EzElCIL,0.46,0.796,0.0333,0.00107,0.106,0.0,0.182,100.011,-4.501,"Second Chance Lyrics
My eyes are open wide
By the way, I made it through the day
I watched the world outside
By the way, I'm leaving out today

Well, I just saw Halley's comet, she waved
Said, ""Why you always runnin' in place?""
Even the man in the moon disappeared
Somewhere in the stratosphere
Tell my mother, tell my father
I've done the best I can
To make them realize, this is my life
I hope they understand

I'm not angry, I'm just saying
Sometimes ""Goodbye"" is a second chance

Please don't cry one tear for me
I'm not afraid of what I have to say
This is my one and only voice
So listen close, it's only for today

Well, I just saw Halley's comet, she waved
Said, ""Why you always runnin' in place?""
Even the man in the moon disappeared
Somewhere in the stratosphere

Tell my mother, tell my father
I've done the best I can
To make them realize, this is my life
I hope they understand
See Shinedown LiveGet tickets as low as $115You might also like
I'm not angry, I'm just saying
Sometimes ""Goodbye"" is a second chance

Here's my chance
This is my chance

Tell my mother, tell my father
I've done the best I can
To make them realize, this is my life
I hope they understand

I'm not angry, I'm just saying
Sometimes ""Goodbye"" is a second chance

Sometimes ""Goodbye"" is a second chance
Sometimes ""Goodbye"" is a second chance29Embed"
27,Britney Spears,Circus,7jk7gqyEonmVVYahZN5zhW,0.791,0.733,0.052,0.147,0.0713,0.000381,0.761,114.98,-5.215,"TranslationsСрпскиCircus Lyrics
There's only two types of people in the world
The ones that entertain and the ones that observe
Well, baby, I'm a put-on-a-show kinda girl
Don't like the backseat, gotta be first (Oh, oh)

I'm like the ringleader, I call the shots (Call the shots)
I'm like a firecracker, I make it hot
When I put on a show
I feel the adrenaline movin' through my veins
Spotlight on me and I'm ready to break
I'm like a performer, the dance floor is my stage
Better be ready, hope that you feel the same

All eyes on me in the center of the ring
Just like a circus
When I crack that whip, everybody gon' trip
Just like a circus
Don't stand there watchin' me, follow me
Show me what you can do
Everybody let go, we can make a dance floor
Just like a circus

There's only two types of guys out there
Ones that can hang with me and ones that are scared
So, baby, I hope that you came prepared
I run a tight ship, so beware

I'm like the ringleader, I call the shots (I call the shots)
I'm like a firecracker, I make it hot
When I put on a show
You might also like
I feel the adrenaline movin' through my veins
Spotlight on me and I'm ready to break
I'm like a performer, the dance floor is my stage
Better be ready, hope that you feel the same

All eyes on me in the center of the ring
Just like a circus
When I crack that whip, everybody gon' trip
Just like a circus
Don't stand there watchin' me, follow me
Show me what you can do
Everybody let go, we can make a dance floor
Just like a circus

Let's go
Let me see what you can do
I'm runnin' this (Like-like-like-like a circus)
Yeah, like a what? (Like-like-like-like a circus)

All eyes on me in the center of the ring
Just like a circus
When I crack that whip, everybody gon' trip
Just like a circus
Don't stand there watchin' me, follow me
Show me what you can do
Everybody let go, we can make a dance floor
Just like a circus
All eyes on me in the center of the ring
Just like a circus
When I crack that whip, everybody gon' trip
Just like a circus
Don't stand there watchin' me, follow me
Show me what you can do
Everybody let go, we can make a dance floor
Just like a circus210Embed"
28,Kid Cudi,Day 'n' Nite,5wfllwdjglyQislkskYLBv,0.881,0.441,0.0646,0.48,0.119,9.08e-06,0.804,138.014,-6.278,"Day N’ Nite LyricsUh, uh, uh, uh, uh, uh...
Day and night (what, what)
I toss and turn, I keep stressing my mind, mind (what, what)
I look for peace but see I don't attain (what, what)
What I need for keeps this silly game we play, play
Now look at this (what, what)
Madness to magnet keeps attracting me, me (what, what)
I try to run but see I'm not that fast (what, what)
I think I'm first but surely finish last, last
Cuz day and night
The lonely stoner seems to free his mind at night
He's all alone through the day and night
The lonely loner seems to free his mind at night (at, at, at night)
Day and night
The lonely stoner seems to free his mind at night
He's all alone, some things will never change (never change)
The lonely loner seems to free his mind at night (at, at, at night)
Hold the phone (what, what)
The lonely stoner, mr. solo doe low (what, what)
He's on the move can't seem to shake the shade (what, what)
Within his dreams he see's the life he made, made
The pain is deep (what, what)
A silent sleeper you won't hear a peep, peep (what, what)
The girl he wants don't see no one into (what, what)
It seems the feelings that she had are through, through

Cuz day and night
The lonely stoner seems to free his mind at night
He's all alone through the day and night
The lonely loner seems to free his mind at night (at, at, at night)
Day and night
The lonely stoner seems to free his mind at night
He's all alone, some things will never change (yeah) (never change)
The lonely loner seems to free his(yeah) mind at night (at, at, at night)
Slow moe, (what, what)
When the temple slows up and creates that new, new (what, what)
He seems alive though he is feeling blue (what, what)
The sun is shining man he's super cool, cool
The lonely nights (what, what)
They fade away he slips into his white nights (what, what)
He smokes a clip and then he's on the way (what, what)
To free his mind in search of
To free his mind in search of
To free his mind in search of
You might also like
Cuz day and night
The lonely stoner seems to free his mind at night
He's all alone through the day and night
The lonely loner seems to free his mind at night (at, at, at night)
Day and night
The lonely stoner seems to free his mind at night
He's all alone, some things will never change (never change)
The lonely loner seems to free his mind at night (at, at, at night)
At, at, at nightEmbed"
29,Miley Cyrus,Party in the U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,0.042,0.00112,0.0886,0.000115,0.47,96.021,-4.667,"TranslationsСрпскиPortuguêsParty in the U.S.A. Lyrics
I hopped off the plane at LAX
With a dream and my cardigan
Welcome to the land of fame excess (Woah)
Am I gonna fit in?
Jumped in the cab, here I am for the first time
Look to my right, and I see the Hollywood sign
This is all so crazy
Everybody seems so famous

My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the taxi man turned on the radio
And a JAY-Z song was on
And a JAY-Z song was on
And a JAY-Z song was on
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
Got my hands up, they're playing my song
I know I'm gonna be okay
Yeah, it's a party in the U.S.A. 
Yeah, it's a party in the U.S.A. 

Get to the club in my taxi cab
Everybody's lookin' at me now
Like, ""Who's that chick that's rockin' kicks?
She gotta be from out of town""
So hard with my girls not around me
It's definitely not a Nashville party
'Cause all I see are stilettos
I guess I never got the memo

My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the DJ dropped my favorite tune
And a Britney song was on
And a Britney song was on
And a Britney song was on
You might also like
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
Got my hands up, they're playing my song
I know I'm gonna be okay
Yeah, it's a party in the U.S.A. 
Yeah, it's a party in the U.S.A. 

Feel like hopping on a flight (On a flight)
Back to my hometown tonight (Town tonight)
Something stops me every time (Every time)
The DJ plays my song and I feel alright (Hey, hey)

So I put my hands up
They're playing my song, the butterflies fly away
I'm noddin' my head like, ""Yeah"" (N-n-n-noddin' my head)
Movin' my hips like, ""Yeah"" (Ooh, yeah)
Got my hands up, they're playing my song
I know I'm gonna be okay (Gonna be okay)
Yeah (Na-na, na-na), it's a party in the U.S.A. 
Yeah, it's a party in the U.S.A. 
So I put my hands up
They're playing my song, the butterflies fly away (Flying away)
I'm noddin' my head like, ""Yeah"" (Noddin' my head like, ""Yeah"")
Movin' my hips like, ""Yeah"" (Movin' my hips like, ""Yeah"")
Got my hands up, they're playing my song
I know I'm gonna be okay (I'm gonna be okay)
Yeah (Yeah), it's a party in the U.S.A. 
Yeah (Ha-ha-ha-ha), it's a party in the U.S.A. 219Embed"
30,3OH!3,Don't Trust Me,7n6Zwr9JmTKQ6XjjYOjdLF,0.516,0.448,0.313,0.721,0.122,0.0,0.494,89.682,-11.403,"Don’t Trust Me Lyrics
Black dress with the tights underneath
I got the breath of a last cigarette on my teeth
And she’s an actress (Actress), but she ain’t got no need
She’s got money from her parents in a trust fund back East
T—t—t—tongues always pressed to your cheeks
While my tongue is on the inside of some other girl’s teeth
You tell your boyfriend (Boyfriend), if he says he’s got beef
That I’m a vegetarian and I ain’t fucking scared of him

She wants to touch me, woah-oh, she wants to love me, woah-oh
She’ll never leave me, woah-oh, woah-oh, oh-oh
Don’t trust a ho, never trust a ho
Won’t trust a ho ‘cause a ho won’t trust me
She wants to touch me, woah-oh, she wants to love me, woah-oh
She’ll never leave me, woah-oh, woah-oh, oh-oh
Don’t trust a ho, never trust a ho
Won’t trust a ho ‘cause a ho won’t trust me
X's on the back of your hands
Washed them in the bathroom to drink like the bands
And the setlist (Setlist) you stole off the stage
Has red and purple lipstick all over the page
Br—br—br—bruises cover your arms
Shaking in the fingers with the bottle in your palm
And the best is (Best is), no one knows who you are
Just another girl alone at the bar

She wants to touch me, woah-oh, she wants to love me, woah-oh
She’ll never leave me, woah-oh, woah-oh, oh-oh
Don’t trust a ho, never trust a ho
Won’t trust a ho ‘cause a ho won’t trust me
She wants to touch me, woah-oh, she wants to love me, woah-oh
She’ll never leave me, woah-oh, woah-oh, oh-oh
Don’t trust a ho, never trust a ho
Won’t trust a ho ‘cause a ho won’t trust me

Shush girl, shut your lips
Do the Helen Keller and talk with your hips, I said
Shush girl, shut your lips
Do the Helen Keller and talk with your hips, I said
Shush girl, shut your lips
Do the Helen Keller and talk with your h—
You might also like
She wants to touch me, woah-oh, she wants to love me, woah-oh
She’ll never leave me, woah-oh, woah-oh, oh-oh
Don’t trust a ho, never trust a ho
Won’t trust a ho ‘cause a ho won’t trust me
She wants to touch me, woah-oh, she wants to love me, woah-oh
She’ll never leave me, woah-oh, woah-oh, oh-oh
Don’t trust a ho, never trust a ho
Won’t trust a ho ‘cause a ho won’t trust me26Embed"
31,"Jay-Z, Rihanna and Kanye West",Run This Town,7LR85XLWw2yXqKBSI5brbG,0.632,0.924,0.29,0.281,0.263,0.0,0.441,86.844,-1.802,"Run This Town Lyrics

Feel it comin' in the air (Yeah)
Hear the screams from everywhere (Yeah)
I'm addicted to the thrill (I'm ready)
It's a dangerous love affair (What's up? Come on)
Can't be scared when it goes down
Got a problem, tell me now (What's up?)
Only thing that's on my mind (What's up?)
Is who's gon' run this town tonight (Ah, what's up?)
Is who's gon' run this town tonight (Yeah, what's up? Yeah)
We gon' run this town
We are, yeah, I said it: we are
This is Roc Nation, pledge your allegiance
Get your fatigues on, all black everything
Black cards, black cars, all black everything
And our girls are blackbirds ridin' with they Dillingers
I get more in depth if you boys really real enough
This is la Familia, I'll explain later
But for now, let me get back to this paper
I'm a couple bands down and I'm tryin' to get back
I gave Doug a grip and lost a flip for five stacks
Yeah, I'm talkin' 5 comma, 6 zeros, dot zero, here Doug
Back to runnin' circles round niggas, now we squared up
Hold up

Life's a game, but it's not fair (Yeah)
I break the rules, so I don't care (Uh-huh)
So I keep doin' my own thang
Walkin' tall against the rain (What's up?)
Victory's within the mile
Almost there, don't give up now (What's up?)
Only thing that's on my mind (What's up?)
Is who's gon' run this town tonight (Uh, yeah)
Hey, hey, hey, hey (What's up?)
Who's gon' run this town tonight?
You might also like
We are, yeah, I said it: we are
You can call me Caesar, in a dark Caesar
Please follow the leader, so Eric B we are
Microphone fiend, this the return of the god
Peace, God, ah ah, it ain't no nobody fresher
I'm in Maison, ah, Martin Margiela
On the table, screamin', ""Fuck the other side! They're jealous!""
We got a banquette full of broads, they got a table full of fellas
Yeah, and they ain't spendin' no cake
They should throw their hand in 'cause they ain't got no spades
Yeah, my whole team got dough
So my banquette is lookin' like Millionaires' Row

Life's a game, but it's not fair
I break the rules, so I don't care
So I keep doin' my own thang
Walkin' tall against the rain
Victory's within the mile
Almost there, don’t give up now
Only thing that's on my mind
Is who's gon' run this town tonight
Hey, hey, hey, hey
Who's gon' run this town tonight?
It's crazy how you can go from bein' Joe Blow
To everybody on your dick; no homo
I bought my whole family whips; no Volvos
Next time I’m in church: please, no photos
Police escorts, everybody passports
This the life that everybody ask for
This the fast life, we are on a crash course
What you think I rap for, to push a fuckin' Rav 4?
But I know that if I stay stunting
All these girls only gon' want one thing
I can spend my whole life Good Will Hunting
Only good gon' come is this good when I'm cumming
She got a ass that'll swallow up a G-string
And up top, ungh, two bee stings
And I'm beasting off the Riesling
And my nigga just made it out the precinct
We give a damn about the drama that your dude bring
I'm just tryin' to change the color on your mood ring
Reebok, baby, you need to try some new things
Have you ever had shoes without shoe strings?
""What's that, Ye?"" ""Baby, these heels""
""Is that a May— what?!"" ""Baby, these wheels""
You trippin' when you ain't sippin', have a refill
You feelin' like you runnin', huh? Now you know how we feel (What’s up?)

Hey, hey (Yeah, yeah)
Hey, hey (What’s up?)
Hey, hey
Hey, we gon' run this town tonight
What’s up?86Embed"
32,Kevin Rudolf feat. Lil Wayne,Let It Rock,6TrNRd98WksT9Kkmx9uj6R,0.607,0.783,0.0397,0.000683,0.0678,0.0,0.434,113.172,-4.41,"Let It Rock Lyrics
Let it rock
Let it rock
Let it rock

I see your dirty face, hide behind your collar
What is done in vain, truth is hard to swallow
So you pray to God to justify the way
You live a lie, live a lie, live a lie
And you take your time
And you do your crime
Well, you made your bed
I made mine
Because when I arrive, I, I'll bring the fire
Make you come alive, I can take you higher
What this is, forgot, I must now remind you
Let it rock, let it rock, let it rock

Now the son's disgraced, he who knew his father
When he cursed his name, turned and chased the dollar
But it broke his heart, so he stuck his middle finger
To the world, to the world, to the world
And you take your time
And you stand in line
Well, you'll get what's yours
I got mine

Because when I arrive, I, I'll bring the fire
Make you come alive, I can take you higher
What this is, forgot, I must now remind you
Let it rock, let it rock, let it rock

Yeoaw!
Wayne's World, Planet Rock
Panties drop, and the tops
And she gonna rock 'til the camera stop
And I sing about angels like Angela
(Rock!) And Pamela
(Rock!) And Samantha
(Rock!) And Amanda
And Tamara, ménage à moi
I'm in here like, ""Bitch, what's up?""
Mechanic, me, I can fix you up
I can dick you up, I can dick you down
Shorty, we can go wherever, just pick a town
And my jewelry is louder than an engine sound
Big-ass rocks like on the ground
Dirty like socks that's on the ground
Weezy
You might also like
Because when I arrive, I, I'll bring the fire
Make you come alive, I can take you higher
What this is, forgot, I must now remind you
Let it rock, let it rock, let it rock
Because when I arrive, I, I'll bring the fire
Make you come alive, I can take you higher
What this is, forgot, I must now remind you
Let it rock, let it rock, let it rock
Just let it rock, let it rock, let it rock
Let it rock
Let it rock

I'm back like I forgot somethin', I'm somethin'
Ruling rock rubbin' rap running
Miles like I'm trying to get a flat stomach
Like Wayne the personal trainer
My aim is perfect, I'll bang ya
Period, like the reminder

And I wish I could be as cruel as you
And I wish I could say the things you do
But I can't and I won't live a lie
No, not this time21Embed"
33,Sean Kingston,Fire Burning,2oENJa1T33GJ0w8dC167G4,0.839,0.804,0.0329,0.0192,0.331,0.0,0.888,122.973,-2.513,"Fire Burning Lyrics
Somebody call 9-1-1
Shawty fire burning on the dance floor, whoa
(Fire burning, fire burning) What a guann?
Kingston, let's go, hey (Hey, hey)
RedOne (Hey)
Hey, hey (Hey)

Shawty got that super thang
Hotter than the sun of the South of Spain
Got me soon as I walked through the door, oh
My pocket started tickling
The way she dropped it low, that thang
Got me wanna spend my money on her, her
She get it, pop it, lock it, drop it, that birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black card and my jewelry
Shawty is cool like the fire, cool like fire

Somebody call 9-1-1
Shawty fire burning on the dance floor, whoa
I gotta cool her down
She gon' bring the roof to ground on the dance floor, whoa
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
(Fire burning, fire burning)

That body is a masterpiece
The order is one in every hundred years
But ain't no doubt I'm takin' it home, home
I'm afraid we'll blow them legs
Little mama game is about to change
She'll be on covers over the world, world

She get it, pop it, lock it, drop it, that birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black card and my jewelry
Shawty is cool like the fire, cool like fire
You might also like
Somebody call 9-1-1
Shawty fire burning on the dance floor, whoa
I gotta cool her down
She will bring the roof to ground on the dance floor, whoa
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
(Fire burning, fire burning)

She got that fire in her dance
That make them fellas run around (Hey)
No exit from the dance floor
So them boys want more (Hey)
She got that fire in her dance
That make them fellas run around
My day, get out my way, everybody, sing now
No exit from the dance floor so them boys want more
What that boy? Let's go, my day, let's go

She get it, pop it, lock it, drop it, that birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black card and my jewelry
Shawty is cool like the fire, cool like fire
Somebody call 9-1-1
Shawty fire burning on the dance floor, whoa
I gotta cool her down
She will bring the roof to ground on the dance floor, whoa
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor

Somebody call 9-1-16Embed"
34,Jason DeRulo,Whatcha Say,67T6l4q3zVjC5nZZPXByU8,0.615,0.711,0.0779,0.0444,0.145,0.0,0.711,144.036,-5.507,"Whatcha Say Lyrics
Wha-wha-wha-wha-what did you say?
(J-J-J-J-J.R.)
Mmm, whatcha say
Mmm, that you only meant well?
Well, of course you did
Mmm, whatcha say (Jason Derulo)
Mmm, that it's all for the best?
Of course, it is

I (I) was so wrong (Wrong) for so long (Long)
Only tryna please myself (Myself)
Girl, I (I) was caught up (Up) in her lust (Lust)
When I don't really want no one else, so no
I know I should have treated you better (Better)
But me and you were meant to last forever (Forever)
So let me in (Let me in), give me another chance (Another chance)
To really be your man (Oh)
'Cause when the roof caved in and the truth came out
I just didn't know what to do
But when I become a star, we'll be living so large
I'll do anything for you
So tell me, girl

Mmm, whatcha say
Mmm, that you only meant well?
Well, of course you did
Mmm, whatcha say (Whatcha say, whatcha say)
Mmm, that it's all for the best?
Of course it is
Mmm, whatcha say
Mmm, that you only meant well?
Well, of course you did
Mmm, whatcha say (Whatcha say, whatcha say)
Wha-wha-wha-wha-what did you say?

How (How) could I live (Live) with myself (Self)
Knowing that I let our love go? (Love go)
And ooh (Ooh), what I'd do (Do) with one chance (Chance)
I just gotta let you know
I know what I did wasn't clever
But me and you we're meant to be together
So let me in (Let me in), give me another chance (Another chance)
To really be your man
You might also like
'Cause when the roof caved in and the truth came out
I just didn't know what to do
But when I become a star, we'll be living so large
I'll do anything for you
So tell me, girl

Mmm, whatcha say
Mmm, that you only meant well?
Well of course you did
Mmm, whatcha say (Whatcha say, whatcha say)
Mmm, that it's all for the best?
Of course it is
Mmm, whatcha say
Mmm, that you only meant well?
Well of course you did
Mmm, whatcha say (Whatcha say, whatcha say)
Wha-wha-wha-wha-what did you say?

Girl, tell me what to say, I (Say, I)
I don't want you to leave me, though you caught me cheating
Tell me, tell me what to say, I (Say, I)
I really need you in my life 'cause things ain't right, girl
Girl, tell me what to say, I (Say, I)
I don't want you to leave me, though you caught me cheating
Tell me, tell me what to say, I (Say, I)
I really need you in my life 'cause things ain't right
'Cause when the roof caved in and the truth came out
I just didn't know what to do (I just didn't know what to do)
But when I become a star we'll be living so large, I'll do anything for you
So baby, whatcha say

Mmm, whatcha say
Mmm, that you only meant well? (Well, of course I did, baby)
Well, of course you did
Mmm, whatcha say (Whatcha say, whatcha say)
Mmm, that it's all for the best?
Of course it is (Well, of course it is)
Mmm, whatcha say (What did you say?)
Mmm, that you only meant well?
Well of course you did (Whoa-oh-oh-oh)
Mmm, whatcha say (Whatcha say, whatcha say)
Wha-wha-wha-wha-what did you say?

(Beluga Heights)32Embed"
35,Lady Gaga,Lovegame,0TcJ7QWpggdSg8t0fHThHm,0.894,0.678,0.0523,0.00569,0.317,2.43e-06,0.844,105.024,-5.611,"TranslationsEspañolPortuguêsLoveGame Lyrics
Let's have some fun, this beat is sick
I wanna take a ride on your disco stick
Let's have some fun, this beat is sick
I wanna take a ride on your disco stick

Huh!
Huh!

I wanna kiss you
But if I do, then I might miss you, babe
It's complicated and stupid, got my ass squeezed by sexy Cupid
Guess he wants to play, wants to play a lovegame, a lovegame
Hold me and love me, just wanna touch you for a minute
Maybe three seconds is enough for my heart to quit it
Let's have some fun, this beat is sick
I wanna take a ride on your disco stick
Don't think too much, just bust that kick
I wanna take a ride on your disco stick

Let's play a lovegame, play a lovegame
Do you want love or you want fame?
Are you in the game?
Dans the lovegame
Let's play a lovegame, play a lovegame
Do you want love or you want fame?
Are you in the game?
Dans the lovegame

I'm on a mission
And it involves some heavy touching, yeah
You've indicated your interest, I'm educated in sex, yes
And now I want it bad, want it bad, a lovegame, a lovegame

Hold me and love me, just wanna touch you for a minute
Maybe three seconds is enough for my heart to quit it
Let's have some fun, this beat is sick
I wanna take a ride on your disco stick
Don't think too much, just bust that kick
I wanna take a ride on your disco stick
You might also like
Let's play a lovegame, play a lovegame
Do you want love or you want fame?
Are you in the game?
Dans the lovegame
Let's play a lovegame, play a lovegame
Do you want love or you want fame?
Are you in the game?
Dans the lovegame

I can see you staring there from across the block
With a smile on your mouth and your hand on your (Huh!)
The story of us, it always starts the same
With a boy and a girl and a - huh! - and a game
And a game (Huh!)
And a game (Huh!)
And a game (Huh!)
A lovegame!

Let's play a lovegame, play a lovegame
Do you want love or you want fame?
Are you in the game?
Dans the lovegame
Let's play a lovegame, play a lovegame
Do you want love or you want fame?
Are you in the game?
Dans the lovegame
Let's play a lovegame, play a lovegame
Do you want love or you want fame?
Are you in the game? (Let's have some fun, this beat is sick)
Dans the lovegame (I wanna take a ride on your disco stick)
Let's play a lovegame, play a lovegame
Do you want love or you want fame?
Are you in the game? (Don't think too much, just bust that kick)
Dans the lovegame (I wanna take a ride on your disco stick)
Dans the lovegame18Embed"
36,Katy Perry,Waking Up In Vegas,6fvxos1qSHrIgOkKw4dhWS,0.524,0.878,0.0346,0.0012,0.098,0.0,0.59,130.989,-3.108,"Waking Up in Vegas Lyrics
You gotta help me out
It's all a blur last night
We need a taxi
'Cause you're hungover and I'm broke
I lost my fake ID
But you lost the motel key
Spare me your freakin' dirty looks now
Don't blame me

You wanna cash out
And get the hell outta town
Don't be a baby
Remember what you told me
Shut up and put your money where your mouth is
That's what you get for waking up in Vegas
Get up and shake the glitter off your clothes now
That's what you get for waking up in Vegas

Why are these lights so bright?
Did we get hitched last night?
Dressed up like Elvis
Why am I wearing your class ring?

Don't call your mother
'Cause now we're partners in crime
Don't be a baby
Remember what you told me

Shut up and put your money where your mouth is
That's what you get for waking up in Vegas
Get up and shake the glitter off your clothes now
That's what you get for waking up in Vegas

You got me into this
Information overload, situation lost control
Send out an S.O.S.
(Oh) Ha, and get some cash out
(Oh) We're gonna tear up the town
(Oh) No, don't be a baby
Remember what you told me
Remember what you told me
Remember what you told me, told me, told me
Oh, yeah
See Katy Perry LiveGet tickets as low as $78You might also like
Shut up and put your money where your mouth is
That's what you get for waking up in Vegas
Get up and shake the glitter off your clothes now
That's what you get for waking up in Vegas

That's what you get, baby
Shake the glitter
Shake, shake, shake the glitter
Gimme some cash out, baby
Gimme some cash out, baby7Embed"
37,Jeremih,Birthday Sex,4NpDZPwSXmL0cCTaJuVrCw,0.679,0.522,0.0427,0.297,0.151,0.0,0.445,60.014,-5.603,"Birthday Sex Lyrics
It's yo' birthday so I know you want to ri-i-ide out
Even if we only go to my-y-y house
Sip mo' easy as we sit up on my-y-y couch
Feels good but I know you want to cry-y-y out
You say you want passion, I think you found it
Get ready for action, don't be astounded
We switchin' positions, you feel surrounded
Tell me where you want your gift, girl

Girl, you know I-I-I, girl, you know I-I-I
I've been fiendin', wake up in the late-night dreamin' about your lovin'
Girl, you know I-I-I, girl, you know I-I-I
Don't need candles or cake, just need yo' body to make, ooh
Birthday sex, birthday sex (It's the best day of the year, girl)
Birthday sex, birthday sex (It feels like, feels like, lemme hit that G-spot, G-spot)
See you sexy and them jeans got me on tent
One, two, three, think I got you pinned
Don't tap out; fight until the end
Ring that bell; we gon' start over again
We grindin' with passion 'cause it's yo' birthday
Been at it for hours, I know you thirsty
You kiss me so sweetly, taste just like Hershey's
Just tell me how you want your gift, girl

Girl, you know I-I-I, girl, you know I-I-I
I've been fiendin', wake up in the late-night dreamin' about your lovin'
Girl, you know I-I-I, girl, you know I-I-I
Don't need candles or cake, just need yo' body to make, ooh
Birthday sex, birthday sex (It's the best day of the year, girl)
Birthday sex, birthday sex (It feels like, feels like, lemme hit that G-spot, G-spot)

First, I'm gonna take a dive into the water
Deep until I know I pleased that body, body, ah-ooh
Or, girl, without a broom, I might just sweep you off your feet
And make you wanna tell somebody, body how I do
Or maybe we can float on top my waterbed
You close your eyes as I improv between yo' legs
We work our way from kitchen stoves and tables
Girl, you know I'm more than able to please, yeah
Say you wanted flowers on the bed
But you got me and hours on the bed
You might also like
Girl, you know I-I-I, girl, you know I-I-I
I've been fiendin', wake up in the late-night dreamin' 'bout your lovin'
Girl, you know I-I-I, girl, you know I-I-I
Don't need candles or cake, just need yo' body to make, ooh
Birthday sex, birthday sex (It's the best day of the year, girl)
Birthday sex, birthday sex (It feels like, feels like, lemme hit that G-spot, G-spot)67Embed"
